Doctor Name,Specialization,Experience,Location,City,Hospital,Consultation Fee,Profile Link
Ms. Eeenal Jain   (Physiotherapist),Physiotherapist,6 years experience overall,"Jogeshwari East,",Mumbai,Rachana Physiotherapy Clinic,₹500,https://www.practo.com/mumbai/therapist/dr-eeenal-jain-physiotherapist?practice_id=1135015&specialization=Doctor&referrer=doctor_listing&page_uid=433199d0-fbbb-43e0-96aa-4c2e69d09681
Dr. Meryl Rebello,Dermatologist,13 years experience overall,"Malad West,",Mumbai,Surana Hospital And Research Center,₹900,https://www.practo.com/mumbai/doctor/meryl-rebello-dermatologist?practice_id=778301&specialization=Doctor&referrer=doctor_listing&page_uid=433199d0-fbbb-43e0-96aa-4c2e69d09681
Dr. Simoni Shah,Psychologist,9 years experience overall,"Walkeshwar,",Mumbai,Soothing Souls,₹1800,https://www.practo.com/mumbai/therapist/simoni-shah-psychotherapist-psychologist?practice_id=1242656&specialization=Doctor&referrer=doctor_listing&page_uid=433199d0-fbbb-43e0-96aa-4c2e69d09681
Dr. Bharti Rajendra Dhuri,Pediatrician,7 years experience overall,"Mira Road,",Mumbai,Dr. Bharti's Surudha Child Care Clinic,₹600,https://www.practo.com/mumbai/doctor/bharti-rajendra-dhuri-paediatrics?practice_id=1457436&specialization=Doctor&referrer=doctor_listing&page_uid=433199d0-fbbb-43e0-96aa-4c2e69d09681
Dr. Prashant M Koranmath,Ophthalmologist,11 years experience overall,"Malad West,",Mumbai,Elite Eye Hospital & Laser Centre,₹1200,https://www.practo.com/mumbai/doctor/prashant-m-koranmath-ophthalmologist-1?practice_id=1379550&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Kirti Jangid Patil,Dermatologist,14 years experience overall,"Powai,",Mumbai,Kaya Clinic,₹500,https://www.practo.com/mumbai/doctor/kirti-patil-dermatologist-cosmetologist?practice_id=820503&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Ms. Zahabia Basrai   (Physiotherapist),Physiotherapist,16 years experience overall,"Worli,",Mumbai,Pheal,₹2000,https://www.practo.com/mumbai/therapist/zahabia-basrai-physiotherapist?practice_id=1425265&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Ismail Shaikh,Dermatologist,27 years experience overall,"Colaba,",Mumbai,Aesthederm Skin Clinic,₹1200,https://www.practo.com/mumbai/doctor/dr-ismail-shaikh-dermatologist-1?practice_id=1240081&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Rais Ansari,General Surgeon,25 years experience overall,"Worli,",Mumbai,Digestive Health Institute by Dr. Muffi,₹3500,https://www.practo.com/mumbai/doctor/rais-ansari-general-surgeon-1?practice_id=654784&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Zubeda Tumbi   (PhD),Dietitian/Nutritionist,36 years experience overall,"Andheri West,",Mumbai,Healthwatch Nutrition Clinic,₹1500,https://www.practo.com/mumbai/therapist/dr-zubeda-tumbi-dietitian-nutritionist-dietitian-nutritionist?practice_id=704911&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Sonyabai Sasane,Dentist,10 years experience overall,"Borivali West,",Mumbai,Synergy Dental Clinics,₹800,https://www.practo.com/mumbai/doctor/sonali-sasane-dentist?practice_id=694977&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Dhananjay Hemmady,Dentist,25 years experience overall,"Bandra West,",Mumbai,Aakaar Dentistry,₹500,https://www.practo.com/mumbai/doctor/dr-dhananjay-hemmady-dentist?practice_id=1423527&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Ketki Trivedi,Ayurveda,39 years experience overall,"Vileparle West,",Mumbai,Ayushakti Ayurved  Health Centre,₹300,https://www.practo.com/mumbai/doctor/dr-kethki-trivaedi-ayurveda?practice_id=667292&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Manoj R. Mashru,Cardiologist,39 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹2500,https://www.practo.com/mumbai/doctor/dr-manoj-r-mashru-cardiologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=5ace1359-3fab-440c-a0f6-ffdde4ad6893
Dr. Geetanjali Gariema,Infertility Specialist,24 years experience overall,"Oshiwara,",Mumbai,GlobalStar Fertility & Women Care Centre,₹1500,https://www.practo.com/mumbai/doctor/dr-geetanjali-gariema-gynecologist-obstetrician1?practice_id=1177431&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Vijay V. Haribhakti,,40 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹4000,https://www.practo.com/mumbai/doctor/dr-vijay-v-haribhakti-oncologist-1?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Anvay Vinayak Mulay,Cardiac Surgeon,35 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1500,https://www.practo.com/mumbai/doctor/dr-anvay-mulay-cardiologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Komal Waghmare,Dentist,9 years experience overall,"Dadar West,",Mumbai,Dr. Waghmare's Dental Speciality Clinic,₹400,https://www.practo.com/mumbai/doctor/komal-waghmare-dentist-1?practice_id=1468579&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Brijesh Dube,Laparoscopic Surgeon,27 years experience overall,"Malad West,",Mumbai,Surana Hospital And Research Center,₹1000,https://www.practo.com/mumbai/doctor/brijesh-dube-laparoscopic-surgeon?practice_id=778301&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Mr. Anshul Khosla,Psychologist,5 years experience overall,"Bandra West,",Mumbai,Amaha Mental Health Centre,₹1700,https://www.practo.com/mumbai/therapist/anshul-khosla-psychologist?practice_id=1404613&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Anjulika Bhagchandani,Cosmetologist,38 years experience overall,"Andheri East,",Mumbai,Kaya Clinic,₹500,https://www.practo.com/mumbai/therapist/dr-anjulika-bhagchandani-cosmetologist?practice_id=1145105&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Vaibhav R. Kubal,Pulmonologist,16 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/dr-vaibhav-r-kubal-pulmonologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Tanvi Jha,Dentist,13 years experience overall,"Chembur,",Mumbai,PhysioWorld,₹700,https://www.practo.com/mumbai/doctor/dr-tanvi-jha-dentist?practice_id=661416&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Nikhil Ranjan,Dentist,8 years experience overall,"Lower Parel,",Mumbai,Urban Smiles,₹500,https://www.practo.com/mumbai/doctor/nikhil-ranjan-dentist?practice_id=1220236&specialization=Doctor&referrer=doctor_listing&page_uid=bd0e718a-d13f-4b00-b805-fa7b5d6914e7
Dr. Nidhi Shah,Dermatologist,9 years experience overall,"Juhu,",Mumbai,Dr Sheth's Skin And Hair Clinic,₹1750,https://www.practo.com/mumbai/doctor/nidhi-shah-1-dermatologist?practice_id=648975&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Samir S Shirodkar,Urologist,31 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2000,https://www.practo.com/mumbai/doctor/dr-samir-s-shirodkar-urologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Nimish Kulkarni,Pediatrician,14 years experience overall,"Bandra West,",Mumbai,Nextgen Paediatrics,₹1500,https://www.practo.com/mumbai/doctor/nimish-kulkarni-pediatrician?practice_id=1465414&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Ekta Doctor,Dentist,28 years experience overall,"Colaba,",Mumbai,Doctor's Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-ekta-doctor-dentist?practice_id=648830&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Shraddha Deshmukh,Dentist,12 years experience overall,"Kandivali East,",Mumbai,Sandhya Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/dr-shraddha-deshmukh-dentist-1?practice_id=1385116&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Mr. Ravi Kumar   (Physiotherapist),Physiotherapist,17 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹600,https://www.practo.com/mumbai/therapist/dr-ravi-kumar-23-physiotherapist?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Mayuri More,Gynecologist/Obstetrician,9 years experience overall,"Mulund East,",Mumbai,Dr. Sabnis Hospital,₹1000,https://www.practo.com/mumbai/doctor/dr-dr-mayuri-more-reproductive-medicine-and-infertility?practice_id=1601842&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Akhil Patil,Dentist,10 years experience overall,"Khar West,",Mumbai,Nitro Dentists,₹500,https://www.practo.com/mumbai/doctor/ashok-patil-dentist?practice_id=1320417&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Fatema Gandevivala,Dentist,11 years experience overall,"Tardeo,",Mumbai,Expressions Maxillofacial Surgery and Dentistry,₹300,https://www.practo.com/mumbai/doctor/fatema-gandevivala-dentist?practice_id=1329603&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Karishma Bhate-Chavan,Ophthalmologist,14 years experience overall,"Chembur East,",Mumbai,Vardhan Eye Care,₹1000,https://www.practo.com/mumbai/doctor/karishma-bhate-chavan-ophthalmologist?practice_id=1372827&specialization=Doctor&referrer=doctor_listing&page_uid=01cebd7b-2757-4808-8ac6-50c6c70e523d
Dr. Nitasha Pandey   (PhD),Psychologist,16 years experience overall,"Chandivali,",Mumbai,Yyv Wellness Center,₹1800,https://www.practo.com/mumbai/therapist/nitasha-pandey-phd-psychologist-psychologist?practice_id=1455832&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Karande Shalaka Vijay,Ayurveda,14 years experience overall,"Goregaon West,",Mumbai,Ayushakti Ayurved,₹300,https://www.practo.com/mumbai/doctor/dr-karande-shakala-vijay-ayurveda?practice_id=1263784&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Maulik Parekh,Cardiologist,17 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹2000,https://www.practo.com/mumbai/doctor/maulik-parekh-cardiologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Shradha Maheshwari,Neurosurgeon,20 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2800,https://www.practo.com/mumbai/doctor/dr-kiran-93-neurosurgeon?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Nidhi Gandhi,Dentist,14 years experience overall,"Andheri East,",Mumbai,Floss And Smile Advanced Dental Care,₹300,https://www.practo.com/mumbai/doctor/nidhi-gandhi-dentist?practice_id=1302624&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Kashmira Sandeep Kesarkar,Dentist,14 years experience overall,"Andheri East,",Mumbai,Kashmira's Dental Care,₹300,https://www.practo.com/mumbai/doctor/dr-dr-kashmira-sandeep-kesarkar-dentist?practice_id=1382490&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Ms. Divya Desai   (Physiotherapist),Physiotherapist,8 years experience overall,"Goregaon East,",Mumbai,Sushila Clinic,₹500,https://www.practo.com/mumbai/therapist/dr-divya-desai-pt-physiotherapist?practice_id=1605555&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Atit Dharia,Nephrologist,16 years experience overall,"Tardeo,",Mumbai,Genesis Eye & Kidney Hospital,₹2000,https://www.practo.com/mumbai/doctor/atit-dharia-nephrologist?practice_id=1398635&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Ms. Neelu Jain   (Physiotherapist),Physiotherapist,35 years experience overall,"Kandivali West,",Mumbai,Alankrit Physiotherapy N Fitness,₹600,https://www.practo.com/mumbai/therapist/dr-neelu-jain-1-physiotherapist?practice_id=710396&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Juwairia Usmani,Dentist,3 years experience overall,"Mira Road,",Mumbai,DentoKraft Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/juwairia-usmani-dentist?practice_id=1125183&specialization=Doctor&referrer=doctor_listing&page_uid=8e7e971c-086a-4e86-9fed-08196c974c3c
Dr. Nayan Supekar,Homoeopath,9 years experience overall,"Ghatkopar East,",Mumbai,Dr Batra's Positive Health Clinic Pvt Ltd,₹499,https://www.practo.com/mumbai/doctor/dr-nayan-supekar-homoeopath?practice_id=1026429&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Akanksha Rathi Maheshwari,Psychiatrist,12 years experience overall,"Andheri West,",Mumbai,Total Health- The Wellness Clinic,₹2000,https://www.practo.com/mumbai/doctor/akanksha-rathi-maheshwari-psychiatrist?practice_id=1308405&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Abhishek Shirkande,Nephrologist,19 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2000,https://www.practo.com/mumbai/doctor/dr-abhishek-shirkande-nephrologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Parvati Banu,Ear-Nose-Throat (ENT) Specialist,28 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹1200,https://www.practo.com/mumbai/doctor/dr-parvati-banu-ear-nose-throat-ent-specialist?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Navita Thakur,Homoeopath,6 years experience overall,"Bandra West,",Mumbai,Nash Homeoplex,₹250,https://www.practo.com/mumbai/doctor/navita-thakur-general-physician-1?practice_id=1232408&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Shailendra Patil,,18 years experience overall,"Mulund West,",Mumbai,Aditi Hospital,₹1200,https://www.practo.com/mumbai/doctor/dr-shailendra-patil-orthopedist?practice_id=675406&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Pritam Sureshchandra Kataria,Oncologist,11 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1500,https://www.practo.com/mumbai/doctor/dr-pritam-sureshchandra-kataria-oncologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Chetan R Zode,Dentist,16 years experience overall,"Andheri West,",Mumbai,Curis Life,₹500,https://www.practo.com/mumbai/doctor/chetan-r-zode?practice_id=1596617&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Ramesh Kawar,Cardiologist,28 years experience overall,"Malad West,",Mumbai,Surana Hospital And Research Center,₹1500,https://www.practo.com/mumbai/doctor/dr-ramesh-kawar-cardiologist-3?practice_id=778301&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Sanket Gavhane,Dentist,18 years experience overall,"Ghatkopar East,",Mumbai,Bombay Dental Specialities,₹500,https://www.practo.com/mumbai/doctor/sanket-gavhane-dentist?practice_id=666133&specialization=Doctor&referrer=doctor_listing&page_uid=7625d135-0951-4dea-861f-c6576ed7ec6e
Dr. Sachin Vilhekar,Orthopedist,20 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/dr-sachin-vilhekar-orthopedist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Nirali Dedhia,Gynecologist/Obstetrician,11 years experience overall,"Malad West,",Mumbai,Surana Hospital And Research Center,₹1000,https://www.practo.com/mumbai/doctor/nirali-dedhia-gynecologist-obstetrician?practice_id=778301&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Akanksha yadav,Homoeopath,4 years experience overall,"Andheri West,",Mumbai,Nash Homeoplex,₹250,https://www.practo.com/mumbai/doctor/akanksha-yadav-general-physician-2?practice_id=1162869&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Munira Inamdar,Dentist,23 years experience overall,"Umerkhadi,",Mumbai,Dr. Inamdar's Dental Studio,₹500,https://www.practo.com/mumbai/doctor/dr-munira-inamdar-dentist?practice_id=710515&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Mahajan Deepak Sevakram,Ayurveda,17 years experience overall,"Dadar,",Mumbai,Ayushakti Ayurved Health Centre,₹300,https://www.practo.com/mumbai/doctor/dr-mahajan-deepak-sevakram-ayurveda?practice_id=1249053&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Shruti Eshan Dabhade,Pediatrician,7 years experience overall,"Borivali West,",Mumbai,Surhudh Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-dr-shruti-eshan-dabhade-oncologist?practice_id=1456223&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Khushboo Nikhil Kedia,Dentist,17 years experience overall,"Mulund West,",Mumbai,Dent O Care,₹300,https://www.practo.com/mumbai/doctor/khushboo-nikhil-kedia-dentist?practice_id=1221965&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Pragati P Shah,Dentist,13 years experience overall,"Borivali West,",Mumbai,Manasi Polyclinic,₹500,https://www.practo.com/mumbai/doctor/dr-pragati-p-prasad-dentist?practice_id=792806&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Prarthana Thakkar,Dentist,8 years experience overall,"Ghatkopar East,",Mumbai,Forever Smiles,₹500,https://www.practo.com/mumbai/doctor/prarthana-thakkar-dentist?practice_id=1144506&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Anshul Gupta,Dentist,16 years experience overall,"Andheri West,",Mumbai,Denteesta Dental Care Solutions,₹500,https://www.practo.com/mumbai/doctor/rushita-p?practice_id=1119196&specialization=Doctor&referrer=doctor_listing&page_uid=44107930-4926-4cee-9ac6-584a62c1f005
Dr. Amruta Bhende Iyer,Gynecologist/Obstetrician,16 years experience overall,"Borivali East,",Mumbai,Saukhyam Mamta Maternity and Nursing Home,₹1300,https://www.practo.com/mumbai/doctor/amruta-bhende-iyer-radiologist?practice_id=1450638&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Sushanti Jadhav,Dermatologist,9 years experience overall,"Chembur,",Mumbai,NuDerma Skin Hair Laser Clinic,₹800,https://www.practo.com/mumbai/doctor/dr-sushanti-jadhav-dermatologist?practice_id=1467938&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Roshani Desai,Ophthalmologist,18 years experience overall,"Malad West,",Mumbai,Nayanam  Eye Hospital,₹1000,https://www.practo.com/mumbai/doctor/dr-roshani-desai-1?practice_id=1395515&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Mugdha Ogale,Homoeopath,16 years experience overall,"Goregaon West,",Mumbai,Aarogya Medical Centre,₹1500,https://www.practo.com/mumbai/doctor/mugdha-sachin-ogale-homoeopath?practice_id=1247493&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Yogesh Jain,Ophthalmologist,24 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/dr-yogesh-jain-2-ophthalmologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Nitesh B. Karnire,Cardiologist,16 years experience overall,"Andheri West,",Mumbai,Chambers Clinic and Diagnostic Center,₹1500,https://www.practo.com/mumbai/doctor/dr-nitesh-b-karnire-cardiologist?practice_id=1600860&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Dilip Trivedi,General Surgeon,55 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹4000,https://www.practo.com/mumbai/doctor/dr-dilip-trivedi-general-surgeon-1?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Vani Kulhalli,Psychiatrist,21 years experience overall,"Bandra West,",Mumbai,Amaha Mental Health Centre,₹2700,https://www.practo.com/mumbai/doctor/dr-vani-kulhalli-pediatrician?practice_id=1404613&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Neetu Patel,Ayurveda,30 years experience overall,"Malad West,",Mumbai,Ayushakti Ayurved health centre,₹400,https://www.practo.com/mumbai/doctor/dr-neetu-patel-ayurveda?practice_id=1153552&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Rushi Deshpande,Nephrologist,21 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹3000,https://www.practo.com/mumbai/doctor/dr-rushi-deshpande-nephrologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=7cbdb6fc-27dd-4528-a85b-2d7dea824b89
Dr. Ajit R. Menon,Cardiologist,30 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹4000,https://www.practo.com/mumbai/doctor/ajit-r-menon-cardiologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Aditya Rao,Orthopedist,8 years experience overall,"Andheri West,",Mumbai,Sai Clinic,₹800,https://www.practo.com/mumbai/doctor/dr-aditya-rao-orthopedist?practice_id=1597998&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. LEENA JAIN,Plastic Surgeon,15 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/leena-jain-1-cosmetic-plastic-surgeon?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Sinu Sudharmani,Homoeopath,10 years experience overall,"Khar West,",Mumbai,Dr Batra's Positive Health Clinic Pvt Ltd,₹499,https://www.practo.com/mumbai/doctor/dr-sinu-sudharmani-homoeopath?practice_id=1026436&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Sanjay Sharma,General Surgeon,49 years experience overall,"Bandra,",Mumbai,Mumbai Cancer Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-sanjay-sharma-5-oncologist?practice_id=1241128&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Nitesh Agrawal,Ophthalmologist,17 years experience overall,"Vileparle West,",Mumbai,Dr. Nitesh Agrawal Eye Care,₹1000,https://www.practo.com/mumbai/doctor/dr-nitesh-agrawal-ophthalmologist?practice_id=1261512&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Lekshmy Rana,Gynecologist/Obstetrician,23 years experience overall,"Ghatkopar East,",Mumbai,Bavishi Fertility Institute,₹500,https://www.practo.com/mumbai/doctor/dr-lekshmy-rana-gynecologist-obstetrician-1?practice_id=1239248&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Rahul Sheth,Radiologist,30 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1100,https://www.practo.com/mumbai/doctor/dr-rahul-sheth-radiologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Ankita Jadhav,Dentist,11 years experience overall,"Chembur East,",Mumbai,"Ardentz, Every Smile Matters",₹500,https://www.practo.com/mumbai/doctor/ankita-jadhav-dentist?practice_id=1363287&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Hemang Parekh,Ayurveda,21 years experience overall,"Malad West,",Mumbai,Ayushakti Ayurved health centre,₹400,https://www.practo.com/mumbai/doctor/dr-hemang-parekh-ayurveda?practice_id=1153552&specialization=Doctor&referrer=doctor_listing&page_uid=be33f443-ad26-407e-97ed-096fab29647b
Dr. Eesha N Gokhale,Ophthalmologist,13 years experience overall,"Goregaon West,",Mumbai,Globus Eye Org,₹700,https://www.practo.com/mumbai/doctor/eesha-shukla-gokhale-ophthalmologist?practice_id=1365401&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Dr. Isha Mishra,Dentist,5 years experience overall,"Goregaon East,",Mumbai,American Dental Practices,₹500,https://www.practo.com/mumbai/doctor/dr-isha-mishra-dentist-1?practice_id=648638&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Dr. Shernaz Jehangir Damkevala,Gynecologist/Obstetrician,22 years experience overall,"Malad West,",Mumbai,Ahura Maternity & Surgical Nursing Home,₹1000,https://www.practo.com/mumbai/doctor/shernaz-dara-dastur-general-surgeon?practice_id=1449352&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
